price,kind,iso,total_mass,price_tonne,mass_ktonne
0.30646263870187623,import,SWE,336252704.26600003,306.46263870187624,336.252704266
0.740060596439251,balanced,CAN,179932188.669,740.0605964392511,179.932188669
0.2792383554123494,balanced,USA,2383218369.186,279.23835541234945,2383.218369186
0.3250038077638013,export,CHN,579488629.059,325.00380776380126,579.488629059
0.37590387592370034,balanced,IND,143081560.598,375.90387592370035,143.08156059799998
0.30823456780615416,import,DEU,232138306.551,308.23456780615413,232.138306551
0.24126429543752337,balanced,FRA,255804001.471,241.26429543752337,255.804001471
