date,iso,partner,price,mass,value,qty,qty_units,qty_unit_code,aggrLevel,altQty,altQtyUnitAbbr,altQtyUnitCode,cifvalue,classificationCode,classificationSearchCode,cmdCode,cmdDesc,customsCode,customsDesc,flowCode,flowDesc,fobvalue,freqCode,grossWgt,isAggregate,isAltQtyEstimated,isGrossWgtEstimated,isLeaf,isNetWgtEstimated,isOriginalClassification,isQtyEstimated,isReported,legacyEstimationFlag,mosCode,motCode,motDesc,netWgt,partner2Code,partner2Desc,partner2ISO,partnerCode,partnerDesc,partnerISO,period,primaryValue,qtyUnitAbbr,qtyUnitCode,refMonth,refPeriodId,refYear,reporterCode,reporterDesc,reporterISO,typeCode,kind
2023-02-01,SWE,AUT,0.2189813830538449,11824.818,2589.415,11824.818,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2589.415,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,11824.818,0,World,W00,40,Austria,AUT,202302,2589.415,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,BEL,3.9586828283433135,501000.0,1983300.097,501000.0,kg,8,4,501000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1983300.097,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,501000.0,0,World,W00,56,Belgium,BEL,202302,1983300.097,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,BIH,0.15128559154929577,71000.0,10741.277,71000.0,kg,8,4,71000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,10741.277,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,71000.0,0,World,W00,70,Bosnia Herzegovina,BIH,202302,10741.277,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,CHN,0.21898135060258256,9197.08,2013.989,9197.08,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2013.989,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,9197.08,0,World,W00,156,China,CHN,202302,2013.989,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,DNK,0.1424827973111586,2201016.094,313606.93,2201016.094,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,313606.93,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2201016.094,0,World,W00,208,Denmark,DNK,202302,313606.93,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,FIN,0.16615473048237445,206059.863,34237.821,206059.863,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,34237.821,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,206059.863,0,World,W00,246,Finland,FIN,202302,34237.821,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,FRA,0.5294714375,96000.0,50829.258,96000.0,kg,8,4,96000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,50829.258,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,96000.0,0,World,W00,251,France,FRA,202302,50829.258,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,DEU,0.3147752034858938,651091.324,204947.404,651091.324,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,204947.404,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,651091.324,0,World,W00,276,Germany,DEU,202302,204947.404,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,ISL,0.21898142077961608,11386.861,2493.511,11386.861,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2493.511,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,11386.861,0,World,W00,352,Iceland,ISL,202302,2493.511,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,IRL,0.4387619875,160000.0,70201.918,160000.0,kg,8,4,160000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,70201.918,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,160000.0,0,World,W00,372,Ireland,IRL,202302,70201.918,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,ISR,0.21898125885647926,2189.781,479.521,2189.781,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,479.521,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2189.781,0,World,W00,376,Israel,ISR,202302,479.521,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,ITA,0.21898157996785828,2627.737,575.426,2627.737,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,575.426,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2627.737,0,World,W00,380,Italy,ITA,202302,575.426,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,CIV,0.41158911458333336,192000.0,79025.11,192000.0,kg,8,4,192000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,79025.11,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,192000.0,0,World,W00,384,Côte d'Ivoire,CIV,202302,79025.11,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,JPN,0.21898090219108768,437.956,95.904,437.956,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,95.904,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,437.956,0,World,W00,392,Japan,JPN,202302,95.904,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
2023-02-01,SWE,KOR,0.2189813816471085,18832.117,4123.883,18832.117,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4123.883,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,18832.117,0,World,W00,410,Rep. of Korea,KOR,202302,4123.883,kg,8,2,20230201,2023,752,Sweden,SWE,C,export
