temp,h2so4,na2so4,solid
82.5,30.95,41.5,na3h(so4)2
82.5,30.17,41.24,na3h(so4)2
82.5,28.86,40.63,na3h(so4)2
82.5,25.0,39.39,na3h(so4)2
82.5,20.2,38.85,na3h(so4)2
