month_year,chemical_name,iso,price_units,value_units,mass_units,mass_import,mass_export,mass_total,fraction_import,value_import,value_export,value_total,price_total,trade_balance,price_premium,price_transport,price_adjusted,year,month
2023-01,potassium sulphate,CHN,$/tonne,$,tonne,807.23,4811.0,5618.23,0.14368048299909403,357837.99999999994,3594542.0,3952380.0,703.4920250683934,balanced,70.34920250683935,15.0,788.8412275752328,2023,1
2023-01,potassium sulphate,DEU,$/tonne,$,tonne,701.1999999999999,0.0,701.1999999999999,1.0,632940.437,0.0,632940.437,902.6532187678267,import,90.26532187678268,15.0,1007.9185406446094,2023,1
2023-01,potassium sulphate,FRA,$/tonne,$,tonne,5169.525000000001,126.00600000000001,5295.531000000001,0.9762052190800129,3641901.3410000005,88468.41000000002,3730369.7510000006,704.4373361236106,import,70.44373361236107,15.0,789.8810697359717,2023,1
2023-01,potassium sulphate,GBR,$/tonne,$,tonne,485.15,323.78200000000004,808.932,0.5997413874095721,644376.4199999999,186248.37,830624.7899999999,1026.8165803800566,balanced,102.68165803800566,15.0,1144.4982384180623,2023,1
2023-01,potassium sulphate,IND,$/tonne,$,tonne,1271.12,123.394651,1394.514651,0.9115142670523294,1174356.1700000002,58497.74799999999,1232853.918,884.0738368119161,import,88.40738368119162,15.0,987.4812204931077,2023,1
2023-01,potassium sulphate,SWE,$/tonne,$,tonne,15.0,10218.479744,10233.479744,0.0014657770743910117,20276.488,4645237.7179999985,4665514.205999998,455.9069175600254,export,45.59069175600254,15.0,516.4976093160279,2023,1
2023-01,potassium sulphate,TUR,$/tonne,$,tonne,4824.0,227.3,5051.3,0.9550016827351374,4455047.0,207049.0,4662096.0,922.9497357115989,import,92.2949735711599,15.0,1030.2447092827588,2023,1
2023-01,potassium sulphate,USA,$/tonne,$,tonne,3219.0,2512.0,5731.0,0.561682079916245,3354061.0,1885387.0000000002,5239448.0,914.2292793578782,balanced,91.42292793578783,15.0,1020.652207293666,2023,1
2023-01,sodium_hydroxide,CAN,$/tonne,$,tonne,546.665,0.182,546.847,0.9996671829597675,676519.9750000001,49.914999999999985,676569.8900000001,1237.2197159351704,import,123.72197159351704,15.0,1375.9416875286875,2023,1
2023-01,sodium_hydroxide,CHN,$/tonne,$,tonne,296.483234,45254.675,45551.158234,0.00650879682305643,297970.0,32743220.0,33041190.0,725.3644315752571,export,72.53644315752571,15.0,812.9008747327828,2023,1
2023-01,sodium_hydroxide,DEU,$/tonne,$,tonne,1779.1643390000002,0.0,1779.1643390000002,1.0,3752522.664000001,0.0,3752522.664000001,2109.1489873887363,import,210.91489873887363,15.0,2335.0638861276097,2023,1
2023-01,sodium_hydroxide,FRA,$/tonne,$,tonne,1070.5629040000001,3673.1669999999995,4743.729904,0.22567956558767857,1812016.7070000004,5151392.071,6963408.778000001,1467.9184774260286,balanced,146.79184774260287,15.0,1629.7103251686315,2023,1
2023-01,sodium_hydroxide,GBR,$/tonne,$,tonne,2096.832,0.0,2096.832,1.0,2847129.4869999997,0.0,2847129.4869999997,1357.8243211664071,import,135.7824321166407,15.0,1508.6067532830477,2023,1
2023-01,sodium_hydroxide,IND,$/tonne,$,tonne,939.0531350000001,27106.346082999997,28045.399218,0.03348332208433319,630978.4839999999,18661887.869999997,19292866.354,687.915554492001,export,68.7915554492001,15.0,771.7071099412011,2023,1
2023-01,sodium_hydroxide,SWE,$/tonne,$,tonne,132.749004,0.0,132.749004,1.0,320195.537,0.0,320195.537,2412.037208203837,import,241.20372082038372,15.0,2668.240929024221,2023,1
2023-01,sodium_hydroxide,TUR,$/tonne,$,tonne,3795.8890000000006,1186.95,4982.839000000001,0.7617924239575069,2839237.0,1077367.0,3916604.0,786.0185729460653,balanced,78.60185729460653,15.0,879.6204302406718,2023,1
2023-01,sodium_hydroxide,USA,$/tonne,$,tonne,677.569,423.76499999999993,1101.3339999999998,0.6152257171757161,619285.0,723656.0,1342941.0,1219.3766831860273,balanced,121.93766831860273,15.0,1356.31435150463,2023,1
2023-01,sodium_sulfate,CAN,$/tonne,$,tonne,9419.511999999999,12233.416,21652.928,0.43502255214629626,14583382.821,3166031.9189999998,17749414.740000002,819.7235376204087,balanced,81.97235376204088,15.0,916.6958913824496,2023,1
2023-01,sodium_sulfate,CHN,$/tonne,$,tonne,12204.76132,496621.93499400007,508826.69631400006,0.023986086831553285,215404579.99999997,88628514.0,304033094.0,597.5179686963188,export,59.75179686963188,15.0,672.2697655659507,2023,1
2023-01,sodium_sulfate,DEU,$/tonne,$,tonne,25319.566862000007,101076.60005499999,126396.166917,0.20031910365309175,12424758.519,23107931.741999995,35532690.26099999,281.1215808809541,balanced,28.112158088095413,15.0,324.23373896904957,2023,1
2023-01,sodium_sulfate,FRA,$/tonne,$,tonne,18091.469342,9464.466028000003,27555.935370000003,0.6565362089539549,10264644.650999999,3085879.5639999993,13350524.214999998,484.488152397637,balanced,48.448815239763704,15.0,547.9369676374007,2023,1
2023-01,sodium_sulfate,GBR,$/tonne,$,tonne,7232.408219,370.3460000000001,7602.754219,0.9512879162824347,6257546.368999999,654553.485,6912099.853999999,909.1573467844073,import,90.91573467844074,15.0,1015.073081462848,2023,1
2023-01,sodium_sulfate,IND,$/tonne,$,tonne,5952.600171,30875.469856000003,36828.070027,0.1616321508739375,3863427.5900000003,11147006.835999997,15010434.425999997,407.58134800426143,balanced,40.75813480042615,15.0,463.3394828046876,2023,1
2023-01,sodium_sulfate,SWE,$/tonne,$,tonne,6614.252696,6085.226598000001,12699.479294,0.5208286531184764,2681012.9929999993,4383757.509999998,7064770.502999997,556.3039506933028,balanced,55.630395069330284,15.0,626.934345762633,2023,1
2023-01,sodium_sulfate,TUR,$/tonne,$,tonne,6482.817999999999,20249.202999999998,26732.020999999997,0.24251133126073782,4446410.0,8320213.0,12766623.0,477.5779205021574,balanced,47.75779205021574,15.0,540.3357125523731,2023,1
2023-01,sodium_sulfate,USA,$/tonne,$,tonne,38430.40700000001,26296.142997000003,64726.54999700001,0.5937348275442026,31137459.0,16669967.0,47807426.0,738.6061207065078,balanced,73.86061207065079,15.0,827.4667327771585,2023,1
2023-01,sulfuric acid,CAN,$/tonne,$,tonne,6047.253000000001,146690.976,152738.229,0.03959226867819713,838027.547,26101175.50499999,26939203.05199999,176.37498633037046,export,17.637498633037048,15.0,209.0124849634075,2023,1
2023-01,sulfuric acid,CHN,$/tonne,$,tonne,56678.25800000001,140325.66999999998,197003.92799999999,0.28770115690282083,921499.9999999992,2083182.9999999937,3004682.999999993,15.25189386071527,balanced,1.525189386071527,15.0,31.7770832467868,2023,1
