Year,Customer Size,country,value,units,exchange_country,exchange_rate,exchange_units,usd_per_kwh
2011,Medium,Greece,6.760266780857846,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.04217167314354365
2012,Medium,Greece,7.008068931060373,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.04422558933696798
2013,Medium,Greece,7.401339389910899,pence_per_kwh,USA,1.5625,pound_per_currency,0.04736857209542975
2014,Medium,Greece,7.045684416958129,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.04276730441093584
2015,Medium,Greece,6.00303526523351,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.039259850634627155
2016,Medium,Greece,5.89123382205467,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.0436540426214251
2017,Medium,Greece,6.4545681521944225,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.050123878443679715
2018,Medium,Greece,6.081815845929658,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04559803723227516
2019,Medium,Greece,6.344489376930808,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.049715983417184355
2020,Medium,Greece,6.414027117763326,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.056990259204897704
2021,Medium,Greece,10.961149337863075,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.09423915090166415
2022,Medium,Greece,28.38644695041797,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.24217147766471833
2023,Medium,Greece,13.092133259049797,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.1053698852445993
2008,Large,Greece,5.495623783333334,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02999053125919804
2009,Large,Greece,6.192093442544268,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.03971195721415276
2010,Large,Greece,5.672477400255158,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03672740223167786
2011,Large,Greece,5.883801627295126,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03670413714593875
2012,Large,Greece,6.168832696938112,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.038929448929088346
2013,Large,Greece,6.598796751313797,pence_per_kwh,USA,1.5625,pound_per_currency,0.0422322992084083
2014,Large,Greece,5.568277451746286,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.033799444132099954
2015,Large,Greece,4.752974872288156,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.031084455664764542
2016,Large,Greece,5.240523465699404,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.03883227888083258
2017,Large,Greece,6.167654473184365,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.047895808953757335
2018,Large,Greece,5.840124715906841,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04378597296977915
2019,Large,Greece,6.4543536412452225,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.050576889570271635
2020,Large,Greece,6.216884215761155,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.05523859447395291
2021,Large,Greece,9.011447436653832,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07747646972491631
2022,Large,Greece,24.161169703410167,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.20612464037513897
2023,Large,Greece,12.43754203359614,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.10010151522854435
2008,Very Large,Greece,5.230897075,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.02854587366718945
2009,Very Large,Greece,5.349782811168065,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.03430993864569692
2010,Very Large,Greece,5.1172686350732395,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03313261036164375
2011,Very Large,Greece,4.603840737267122,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.02871952736047543
2012,Very Large,Greece,4.2558119057126875,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.02685701175158817
2013,Very Large,Greece,4.921675124729949,pence_per_kwh,USA,1.5625,pound_per_currency,0.03149872079827167
2014,Very Large,Greece,3.6058942563007608,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.02188777813574562
2015,Very Large,Greece,3.068052209241038,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.020065061448436387
2016,Very Large,Greece,4.210273936250591,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.031198129867616876
2017,Very Large,Greece,,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,
2018,Very Large,Greece,,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,
2019,Very Large,Greece,,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,
2020,Very Large,Greece,,pence_per_kwh,USA,1.125460246584053,pound_per_currency,
2021,Very Large,Greece,,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,
2022,Very Large,Greece,,pence_per_kwh,USA,1.172163097989535,pound_per_currency,
2023,Very Large,Greece,,pence_per_kwh,USA,1.242492883868907,pound_per_currency,
2008,Small,Ireland,11.722105,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.06396947285443001
2009,Small,Ireland,12.912933496857942,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.08281494252220443
2010,Small,Ireland,11.606976633320524,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.0751513085775315
2011,Small,Ireland,11.997351684532518,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.07484148336584516
2012,Small,Ireland,12.4696689804438,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.07869192853581032
2013,Small,Ireland,13.282487754556268,pence_per_kwh,USA,1.5625,pound_per_currency,0.08500792162916011
2014,Small,Ireland,12.193718155777777,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.07401586920557111
2015,Small,Ireland,10.770026719889323,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.07043597474807617
2016,Small,Ireland,11.510375570410499,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.08529188297674178
2017,Small,Ireland,11.796077150711143,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.0916041357489571
2018,Small,Ireland,12.69598633178176,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.09518737037138118
2019,Small,Ireland,13.61836638602332,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.10671473103548709
2020,Small,Ireland,13.865315281956246,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.12319684612619267
2021,Small,Ireland,15.584888316903864,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.13399202917607694
2022,Small,Ireland,23.211017451755076,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.19801866729609588
2023,Small,Ireland,29.900178247711704,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.24064667601642709
2008,Medium,Ireland,9.873156675,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.05387945491948305
2009,Medium,Ireland,9.069464166356012,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.0581654938304085
2010,Medium,Ireland,7.262310440961954,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04702104175585181
2011,Medium,Ireland,7.827604256322871,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.04882990256085288
2012,Medium,Ireland,8.865289414296722,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05594588935225165
2013,Medium,Ireland,9.647560329563603,pence_per_kwh,USA,1.5625,pound_per_currency,0.061744386109207065
2014,Medium,Ireland,8.843893735492651,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.05368243497444039
2015,Medium,Ireland,7.667510101835861,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.05014551606600653
2016,Medium,Ireland,7.602850996138964,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.05633712588138972
2017,Medium,Ireland,7.887695697400131,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.06125303676634115
2018,Medium,Ireland,8.728064763825348,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.06543812442676519
2019,Medium,Ireland,8.765649407909265,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.0686884089031743
2020,Medium,Ireland,8.690949859814232,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07722129578714679
2021,Medium,Ireland,11.569480032200623,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.09946931120098243
2022,Medium,Ireland,18.484117662116866,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.15769236972073566
2023,Medium,Ireland,20.777938441359474,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.16722782650199638
2008,Large,Ireland,9.319168758333333,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.05085625089623889
2009,Large,Ireland,8.196056372145298,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.05256403880133972
2010,Large,Ireland,6.652455577377365,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04307243459581117
2011,Large,Ireland,6.899048867272381,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.04303741897520595
2012,Large,Ireland,8.021942289206239,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05062380648039826
2013,Large,Ireland,8.586223507699138,pence_per_kwh,USA,1.5625,pound_per_currency,0.054951830449274486
2014,Large,Ireland,7.660415214615757,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.04649872035271764
2015,Large,Ireland,6.740964393758803,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.04408590713518257
2016,Large,Ireland,6.635548587588418,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.04916941503403017
2017,Large,Ireland,7.068878962600946,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.054894397502648275
2018,Large,Ireland,8.135385387828297,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.0609945475513486
2019,Large,Ireland,8.0592502541974,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.06315300226516345
2020,Large,Ireland,7.996330410899611,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07104942564759366
2021,Large,Ireland,10.416892277230689,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08955986758152365
2022,Large,Ireland,17.690159798724213,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.15091892782724467
2023,Large,Ireland,19.63706708200195,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.15804571065916717
2008,Very Large,Ireland,8.134278264007094,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.04439010677687854
2009,Very Large,Ireland,7.314721142817202,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.04691174249102727
2010,Very Large,Ireland,4.792815843844495,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.0310318865812171
2011,Very Large,Ireland,5.831223471366511,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.036376145828704014
2012,Very Large,Ireland,7.3111675951639015,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.0461383440742702
2013,Very Large,Ireland,7.6730708120953155,pence_per_kwh,USA,1.5625,pound_per_currency,0.04910765319741002
2014,Very Large,Ireland,7.163945409202862,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.04348514863386137
2015,Very Large,Ireland,6.244046832206683,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.04083606628263171
2016,Very Large,Ireland,6.214400052090429,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.046048704385990076
2017,Very Large,Ireland,6.282102352915755,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.048784570444306126
2018,Very Large,Ireland,7.409968205665024,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.055555777203944764
2019,Very Large,Ireland,7.479790426171149,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05861230348082506
2020,Very Large,Ireland,7.191935826331109,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06390217556026305
2021,Very Large,Ireland,11.202982509703997,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.09631832636690671
2022,Very Large,Ireland,17.629220545398937,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.1503990406764736
2023,Very Large,Ireland,19.90103917768493,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.16017024673587305
2008,Small,Italy,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Small,Italy,,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,
2010,Small,Italy,9.934444573444026,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.06432222044300712
2011,Small,Italy,11.828275530249913,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.07378675807971251
2012,Small,Italy,11.082531347878712,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.06993816485352371
2013,Small,Italy,11.159607836244465,pence_per_kwh,USA,1.5625,pound_per_currency,0.07142149015196457
2014,Small,Italy,9.914489555410965,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.060180951601344554
2015,Small,Italy,8.062670480070052,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.05272986493965814
2016,Small,Italy,8.360314117353669,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.061949927609590685
2017,Small,Italy,8.64530351467702,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.06713634936693051
2018,Small,Italy,8.900440016049068,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.06673049719304688
2019,Small,Italy,9.568572451101492,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.07498018532977944
2020,Small,Italy,8.759154068172432,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07782730749271533
2021,Small,Italy,11.3370078214942,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.0974706171708291
2022,Small,Italy,24.77061122795346,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.21132392983911025
2023,Small,Italy,19.539271822069082,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.15725862156431175
2008,Medium,Italy,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Medium,Italy,,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,
2010,Medium,Italy,8.84284035711159,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.05725444664645863
2011,Medium,Italy,8.873413008925093,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.05535383220964723
2012,Medium,Italy,9.40232192477626,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05933492269406202
2013,Medium,Italy,8.742963701710192,pence_per_kwh,USA,1.5625,pound_per_currency,0.05595496769094523
2014,Medium,Italy,7.750459918481599,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.047045291705183304
2015,Medium,Italy,6.2256773309786375,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.04071592974460029
2016,Medium,Italy,6.484682331110189,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.048051496073526496
2017,Medium,Italy,6.631497955807163,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.05149785231152616
2018,Medium,Italy,7.15725340147575,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.05366106362785355
2019,Medium,Italy,7.848810922721388,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.06150398093461691
2020,Medium,Italy,7.3355670910757995,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06517837580972217
2021,Medium,Italy,9.259040511951191,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07960516631192074
2022,Medium,Italy,22.684211115287383,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.19352435812213145
2023,Medium,Italy,16.592454080213233,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.13354164273800276
2008,Large,Italy,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Large,Italy,,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,
2010,Large,Italy,8.106642164701343,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.052487808504600345
2011,Large,Italy,8.361269989058115,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.0521589985238327
2012,Large,Italy,7.864332784244202,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.049629185378548005
2013,Large,Italy,7.804587086572093,pence_per_kwh,USA,1.5625,pound_per_currency,0.04994935735406139
2014,Large,Italy,7.036059644460728,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.04270888204187662
2015,Large,Italy,5.560720742111377,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.0363671136534084
2016,Large,Italy,5.899083391014758,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.04371220792741935
2017,Large,Italy,6.211808892676304,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.04823869645655839
2018,Large,Italy,6.649167180158644,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04985171868487426
2019,Large,Italy,7.287375629498614,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05710452400918217
2020,Large,Italy,6.584536738702977,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.058505280472482886
2021,Large,Italy,9.09687596687992,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07821094673121658
2022,Large,Italy,22.082128671186837,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.1883878507100382
2023,Large,Italy,15.567671859988543,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.12529385127352616
2008,Very Large,Italy,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Very Large,Italy,,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,
2010,Very Large,Italy,7.903553008174378,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.051172873844777374
2011,Very Large,Italy,7.090089469021722,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.044229162152698835
2012,Very Large,Italy,7.279061638982815,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.04593573407609476
2013,Very Large,Italy,6.980852619544036,pence_per_kwh,USA,1.5625,pound_per_currency,0.044677456765081835
2014,Very Large,Italy,5.942546863956078,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.03607125946421339
2015,Very Large,Italy,4.864139627007958,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.03181147316063204
2016,Very Large,Italy,4.846139420196746,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.035909893103657886
2017,Very Large,Italy,5.35394201571095,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.041576807690653646
2018,Very Large,Italy,5.951255753094115,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04461917103096643
2019,Very Large,Italy,6.883690712096824,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.05394121306846409
2020,Very Large,Italy,5.764565152662945,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.051219624772703407
2021,Very Large,Italy,9.96246227351616,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.08565287786956283
2022,Very Large,Italy,24.84135953377364,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.21192750033148905
2023,Very Large,Italy,15.434584441811623,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.1242227190368367
2008,Small,Luxembourg,8.4752122,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.0462506398606252
2009,Small,Luxembourg,11.249901235443572,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.07214936284001101
2010,Small,Luxembourg,9.365875507162109,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.060640925072330765
2011,Small,Luxembourg,9.51563287014671,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.059360106954664496
2012,Small,Luxembourg,9.138527078725234,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05767020126431774
2013,Small,Luxembourg,9.426705162889089,pence_per_kwh,USA,1.5625,pound_per_currency,0.06033091304249017
2014,Small,Luxembourg,8.59685205891168,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.05218289199759389
2015,Small,Luxembourg,6.849159540110484,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.04479350339232256
2016,Small,Luxembourg,7.600573422826468,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.056320249063144125
2017,Small,Luxembourg,7.64892047308557,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.059398793378294124
2018,Small,Luxembourg,8.19633924108732,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.06145154528701924
2019,Small,Luxembourg,8.467856699926678,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.06635487873987174
2020,Small,Luxembourg,8.894186104341447,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.07902710141328123
2021,Small,Luxembourg,8.879362950494366,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.07634086528789318
2022,Small,Luxembourg,12.482124217300132,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.10648794727209175
2023,Small,Luxembourg,23.7660121376486,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.19127684710471232
2008,Medium,Luxembourg,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Medium,Luxembourg,8.101089313679935,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.05195498343137087
2010,Medium,Luxembourg,6.5598493337336805,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.04247284000609745
2011,Medium,Luxembourg,6.165859657525764,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03846366224220852
2012,Medium,Luxembourg,6.0134152224184625,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03794866100141385
2013,Medium,Luxembourg,6.051111408534378,pence_per_kwh,USA,1.5625,pound_per_currency,0.03872711301462002
2014,Medium,Luxembourg,5.203431016439147,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.03158482626978562
2015,Medium,Luxembourg,4.0433914648036975,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.02644378017981618
2016,Medium,Luxembourg,4.214457262827646,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.031229128317552857
2017,Medium,Luxembourg,5.221802192316633,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.04055065686395051
2018,Medium,Luxembourg,5.475794938234587,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.041054433050127646
2019,Medium,Luxembourg,5.822442225922016,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.045625175479683026
2020,Medium,Luxembourg,5.365856296848698,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.04767699537264782
2021,Medium,Luxembourg,6.120676549751163,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.05262289046640506
2022,Medium,Luxembourg,10.581088705074722,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.0902697647044438
2023,Medium,Luxembourg,18.706647459556294,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.1505573810717293
2008,Large,Luxembourg,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Large,Luxembourg,5.821025948961523,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.03733217781233125
2010,Large,Luxembourg,5.697387258389854,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.03688868526811726
2011,Large,Luxembourg,5.285023851449485,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.03296886138432508
2012,Large,Luxembourg,5.144591158537737,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.03246580165267587
2013,Large,Luxembourg,5.150753146367157,pence_per_kwh,USA,1.5625,pound_per_currency,0.03296482013674981
2014,Large,Luxembourg,4.7328612369262775,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.028728467708142504
2015,Large,Luxembourg,3.637436845197045,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.023788836967588677
2016,Large,Luxembourg,3.6861841424222828,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.027314624495349115
2017,Large,Luxembourg,3.440396458982601,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.026716894119319483
2018,Large,Luxembourg,3.6847540339524123,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.027626214914808104
2019,Large,Luxembourg,3.896292543747137,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.030531695142838957
2020,Large,Luxembourg,4.071602293501972,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.03617721999386401
2021,Large,Luxembourg,5.058934843834464,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.043494501302246406
2022,Large,Luxembourg,7.624362690153427,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.06504523733284681
2023,Large,Luxembourg,14.025842961510381,pence_per_kwh,USA,1.242492883868907,pound_per_currency,0.11288469450091611
2008,Very Large,Luxembourg,,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,
2009,Very Large,Luxembourg,,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,
2010,Very Large,Luxembourg,,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,
2011,Very Large,Luxembourg,,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,
2012,Very Large,Luxembourg,,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,
2013,Very Large,Luxembourg,,pence_per_kwh,USA,1.5625,pound_per_currency,
2014,Very Large,Luxembourg,,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,
2015,Very Large,Luxembourg,,pence_per_kwh,USA,1.529051987767584,pound_per_currency,
2016,Very Large,Luxembourg,,pence_per_kwh,USA,1.349527665317139,pound_per_currency,
2017,Very Large,Luxembourg,,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,
2018,Very Large,Luxembourg,,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,
2019,Very Large,Luxembourg,,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,
2020,Very Large,Luxembourg,,pence_per_kwh,USA,1.125460246584053,pound_per_currency,
2021,Very Large,Luxembourg,,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,
2022,Very Large,Luxembourg,,pence_per_kwh,USA,1.172163097989535,pound_per_currency,
2023,Very Large,Luxembourg,,pence_per_kwh,USA,1.242492883868907,pound_per_currency,
2008,Small,Netherlands,8.16775175,pence_per_kwh,USA,1.8324529618486958,pound_per_currency,0.0445727771465405
2009,Small,Netherlands,9.780766808518617,pence_per_kwh,USA,1.5592516402937444,pound_per_currency,0.06272731453837713
2010,Small,Netherlands,8.521766387489054,pence_per_kwh,USA,1.5444809748516797,pound_per_currency,0.05517559961078459
2011,Small,Netherlands,8.443873657214558,pence_per_kwh,USA,1.6030349940936175,pound_per_currency,0.05267429400060517
2012,Small,Netherlands,7.937517228691298,pence_per_kwh,USA,1.5846185514146127,pound_per_currency,0.05009102803703362
2013,Small,Netherlands,7.987217625692859,pence_per_kwh,USA,1.5625,pound_per_currency,0.0511181928044343
2014,Small,Netherlands,7.522527407351255,pence_per_kwh,USA,1.6474464579901154,pound_per_currency,0.04566174136262212
2015,Small,Netherlands,6.42161643775891,pence_per_kwh,USA,1.529051987767584,pound_per_currency,0.041997371502943276
2016,Small,Netherlands,6.519168445284969,pence_per_kwh,USA,1.349527665317139,pound_per_currency,0.04830703817956162
2017,Small,Netherlands,6.442295438861379,pence_per_kwh,USA,1.2877232075021723,pound_per_currency,0.05002857292102123
2018,Small,Netherlands,6.488100927190975,pence_per_kwh,USA,1.3337889556405802,pound_per_currency,0.04864413443935685
2019,Small,Netherlands,6.998160013594636,pence_per_kwh,USA,1.2761468125234412,pound_per_currency,0.054838204702768775
2020,Small,Netherlands,7.242794172476156,pence_per_kwh,USA,1.125460246584053,pound_per_currency,0.06435406487665081
2021,Small,Netherlands,7.731362598327911,pence_per_kwh,USA,1.1631205537177134,pound_per_currency,0.06647086214422013
2022,Small,Netherlands,13.59285896639992,pence_per_kwh,USA,1.172163097989535,pound_per_currency,0.11596388753164175
